UR OF R,UR OF CR,UR OF OE,UR OF NOI,UR OF FCF
1.5762479025,0.03631601,0.269941385454545,6.14389472842105,6.66396443159091
82308.6899999999,22794.985,36598.6113888889,282704.143333333,7232.53230769231
45.6169674233333,4.51484519,100.5236186025,3.56152269,26.41973773
1091.68777826695,532.65349621,88.2791357766665,26.2806523925,3328.6422110625
158.79350465,66.03573198,7.27422362000002,1.47516505,124.382078694444
441276.465,46705.1875,226148.189166667,3865.05,104201.13
31101231.0669445,1373678.25,8580003.75,6353.7125,1705963.94068182
191331.97085813,49790.00610764,13234.0660641247,479.45266776,464363.329029662
4281277.99,99853.1784615386,18446.375,10865.5833333333,1742204.285
42.7355165069444,16.4942903780555,1067.88833139,0.0115499861363636,11.69410776
88665.0008613637,46375.8721019232,57355.1026535714,1114.65705454545,69228.3433522727
19.7479298352273,0.430467444444445,0.900087862499996,19.1766369166667,18.5838392825
11.976435215125,3.05511419823333,2.3983622948,0.004871382775,1.9972
14.8391018225,8.43257817250005,6.08433729,0.11006794,7.86318688583333
540.263299201112,133.783717666667,121.31817125,0.2732853025,33.4557060625
3760.24442172727,2527.50903892068,258.346304039167,23.34172425,216.89464914
215.816483673611,242.64169541,7.53528903272727,0.109937266136364,63.5677181025
102465.573636364,5670.04555555556,644.606666666665,324.836923076923,144821.173333333
172.525075023333,125.734575776667,366.8343947225,1.31984081,460.354846560962
421548.089177139,13607.8504201339,119779.48685234,83.1075139233333,192423.67883264
87494.3485217989,88152.3373113334,280.613515587115,304.21988286,9611.34909308
63583.311590909,6089.5625,98110.61,2221.18613636364,266277.323333333
344313242.8975,131706691.8125,1815019.35583333,21127.5191666667,68454518.49
14364.3471361111,76.2109138888889,3929.86588571428,48.045625,20604.8967857143
119.577943293333,31.8120552669445,0.5293340125,0.0643840752272727,23.4877849447222
54348.2972006989,13347.6243046355,5597.18444968999,126.3105794,9684.17734564556
22697229.6733333,2481071.125,5919663.73583334,206293.08,1192414.4025
19730.33399564,9062.28689113,7901.5818419625,8.65576349333333,6882.5723460125
69053.0796415833,33635.26896396,12486.9915079625,48.5080882,11982.22077345
831257.315655557,576917.567122222,183156.593475,197.567225,20907.3412076923
1634.33978129,24.1248678888889,78.9059600724999,93.74561832,895.478352285
48306234.5733333,36688440.8011111,433466.766944445,246.2225,485936.639166667
4666.38309953361,2803.5751854025,4970.9765026025,43.79382925,384.745278312727
416412.517045455,93515.9975000001,6744.24000000001,84.85,91641.8945454546
8625576.09750001,7915512.66000001,37259,79752.2453571429,481471.786136364
193637.179156206,48843.8561546775,69255.1440763126,13.1287324455556,34365.4265592892
10886.5816856988,1061.2749751125,14138.0275600622,14.7885993433333,3300.34978151083
40826.58,17901.2625,4826.83522727273,82.9166666666667,230268.766944444
56217.62044672,33167.7112954625,2139.42481180251,5.04797709138889,4797.01713472889
26408.9229949003,9606.69943804888,1088.81236225,1.0921083225,2258.3878989
4064572.8125,1059516.25,872620.3125,5669.61,98143.5833333333
7186.6618344425,3595.47444689,43.3197659125,0.104711360833333,1124.60488394472
1427605.36,82981.3471428572,3154673.1425,7113.5825,2082418.46222222
150.6210380025,56.2821022218181,15.2015214766667,1.32937858777778,96.46786614
143912.57942621,28272.4407061625,13231.8457082925,1119.65607780364,64946.60152801
144580.957822222,6798.200625,47095.7318250001,2904.4873,188747.911762123
122.9239407125,17.1895901843182,33.9608436510715,2.07538136916667,49.8502426558334
17874.0744,2730.597775,1737.45471111111,18.345825,12525.814725
5619.23605176922,3742.13227676249,858.280177840276,8.62993241500001,14483.6213986525
6.35954157363639,0.850595222500002,8.04062815886362,14.7462662066667,21.3429004225
2028237.2225,45164.5627272727,630262.0725,15614.4988888889,1674572.09
162433.564854063,99386.8115425783,3906.24759761001,7.53854153583333,13287.0785461525
553771.377336112,352752.424336111,28407.1178472222,18843.0829661765,7799007.1734
35029.31992451,825.16568625,19567.26705641,43.7415723825,2394.94837334417
122.6605253725,51.7406608402778,187.5059702025,1.55948961111111,9.15670782333333
98322.0321981301,11773.7492137861,11702.4510377308,460.627286613637,52342.0763527289
1.56322771272727,0.812734840000001,1.78458515666667,0.0030139375,4.4932954225
19712.0849102167,3347.4252560625,2136.12792454,34.1894048134091,34542.8236524225
9959.70312500001,2794.75352499999,969270.1196,61.8707636363637,3812.83921774977
59.960299766625,1.7737628016,101.39468835485,0.879669222291667,2.72759993877045
1470918.0625,3608.76694444444,22065.85,47.7479545454545,2076025.96
84462.7757463963,21858.4902923511,36996.2292222225,3112.907854785,8012.15329953887
985.9318334025,288.2230232,186.6959294225,0.119550951388889,61.9612740114285
44129.6873680224,8619.23460571251,6864.5737636114,74.0210810000001,8529.23803827805
1050.85164323077,603.343681964999,546.440261138889,11.78648881,723.936456773637
2691.22375714286,594.082882142857,898.716900000001,179.473825,172.2509
521.358292411389,342.3258586025,20736.16684121,6.34921289,679.453773026786
13048.3920241111,6784.34734348445,213.204794742499,1.53793573159091,5621.043361135
0.582880836,1.164854367975,1.9190528944,0.0004000993375,10.2980618726714
4260.03905867805,87.2716670525001,1262.6969741125,5.43154411909091,3493.08762291
4479.79141332076,6249.05836911,27216.5063383975,32.9342700625,13861.3752484456
3029.04647692667,4161.0562151125,73.2417925570455,4.10766241583333,192.610779856667
6845.89428181821,1141.23494166667,203.569358333334,22.7169723684211,21838.0544694444
125255.21,23612.4136111111,19935.0833333333,931.084318181818,160004.100277778
1203.15486173778,175.2093650525,285.449781031071,105.459193276786,185.15481471
3661.05710316917,962.917886981428,15.703221,3.2659144125,1145.223985285
1087.7275885625,510.50466275111,55.04909705,0.0708907925,3291.6233524
420568.786725,185735.949466667,1536696.023625,8620.78769166667,157559.53635
183.41730424,3.86200582249999,1497.00681461,1.21878189,79.45627054
11708.7386043125,514.608558795455,5318.77001772917,70.374817375,13013.3265678767
11928.914325,1696.77647954546,4352.90035833334,29.3110666666667,12296.6971272727
5040.38772424471,1222.8212119025,3934.43195975583,19.29393852,16134.4834462711
41604.5206775479,28693.5628566667,9462.80817465,42.3188368939286,4375.1366341925
10031.9875044934,6252.1376758275,15536.25054194,0.409711334444445,706.118994976667
484.503257955833,102.208142987778,7.41256525000007,9.08760924416667,194.056131043846
31.3518971661364,11.8912849788889,16.59209231,0.402338146944444,48.8321397447222
112629.509824307,70993.0859540001,865.297610386138,31.7994972691667,9279.8978849102
8951.00476978285,19.489552085,2212.79172384027,0.798489910192308,343.022674440001
3275.55089908028,383.41193541,1581.4263823625,1.84227133333333,110.024185149773
1875.53211720712,465.586132498827,47736.15716217,154.5816048025,2638.77254770455
139224.495769917,72917.0415127858,4578.53410400695,35.9660031309091,56958.4682203454
405424332.258056,124296555.81,52561992.5469445,36791.7447222222,33849881.7002778
89.3287322599997,1.46974480249999,149.390355400278,11.6116815332692,248.2146512625
2121.136027,51.2618831388889,445.500102365358,2888.63453588445,992.137084162498
38282.8015384616,13119.8853326923,3898.99769230769,406.030909090909,10853.0666222222
843.585331751536,440.723116976669,818.402599828183,7852.0617763625,968.1228276625
112829.367580486,100922.76359304,212.338969685833,16.3202712625,3982.5329401625
558.849311570001,153.405768869167,274.949785813611,1.22850739,313.123160739167
195.285958289999,2.1724144406818,8.59013284999999,77.4587128215385,734.027299672498
877.334554071737,92.7318743763465,2314.6861857125,103.193424535714,778.624126222501
476242.708181818,51373.3627272727,46741.84,163.985576923077,205924.166944444
162631.825625,76938.9982181819,8280.16066944446,1398.23143333333,38021.5958333333
52912.2686694445,4449.16445555556,9765.65855833335,56.1071769230769,6067.9929
60408.7000000001,3942.50249999999,26171.4354545455,19091.0266666667,87993.735
2389.85761365,69.0833148899999,1247.15457813,6.55171827392857,461.415775698889
1113.37933397333,9.01077806249996,2646.16288105583,2.94819410416667,407.460876270832
5326.55138840029,561.554220692497,2388.49165860999,8.77527106,2854.63138305091
85630833.96,22925276.6944444,11561476.1180556,461093.331730769,2262736.2
5.80552471153846,2.28358661,3.11499219886364,0.000503023333333334,2.51495664
174.0173885625,138.236447666667,25.8531163301924,24.7592179358333,194.0386345
1911085.42537337,542602.876759242,139048.967876934,9786.905814365,50701.8443605933
9011.98766256386,2030.25252088712,1310.84061899077,31.5697496525,493.16990229
0.446281652625,3.51883182631072,1.19592996087273,0.269956591458333,1.398806835225
130.7388216025,82.090529169167,2530.6539754275,0.5746509375,59.6691633958333
665.003902392502,417.5727332025,2.93514371000001,1.62045524431818,127.7683585225
3471.6687195625,26.02381149,50.5034611730768,3.33493346777778,6455.74425609
55767.529729911,19870.9375611442,27198.328352625,2788.9181081775,45619.3293461389
2127856.56243237,1809799.95175945,8071.16290058431,97.3839698181818,54798.5798201918
247024.695767158,137196.906874956,15263.8470461275,323.653662635,49135.318580815
218.014595317143,132.446561076346,58.27473536,54.08718781,89.2720591780556
2.08463111499999,0.278025169166667,1.76355221,0.707633642352941,11.9255525206818
5503.7055121125,396.7332244,38751.8472509375,23.8927429825,2344.82016871769
82502.3026986799,71258.9251000453,69962.12296712,907.156751304318,58719.25398364
282919.853105812,6081.21177790028,119639.28227684,2085.27069974333,793219.115476472
441276.465,46705.1875,226148.189166667,3865.05,104201.13
129692.912952923,52017.7304728544,182855.321012802,72.1582208125,129709.157549896
1776.6,14.9925,598.416666666667,7.92923076923077,10218.8544444444
4212.9006105425,481.92833618,2201.66975025,45.26778919,98.4759441691667
1780.39686005001,847.832310610008,1049.1918932825,3.2115533125,1401.85072695886
96.7391146457143,8.67618825,317.665895,1.30214918821429,96.5737359418182
1026957.02083333,221944.311590909,287967.138888889,5421.57818181818,165053.047954545
4056.25710084,251.591377795556,2983.665318835,5.04329824333333,432.95918385
978.86986481818,243.563761011591,27.1131992799999,1.49608623583333,3035.15117311111
740.3007159,96.9521732925,196.6542416625,1.38613745,58.7121395913889
3.26544878,0.8162305025,0.1315591125,0.64487306,0.928636555833333
153.22085676,27.4294509934091,36.6544805,10.4475405657895,351.112317585833
85630833.96,22925276.6944444,11561476.1180556,461093.331730769,2262736.2
75.6169400000004,46.3803727497727,104.2066702,0.0228241486538461,28.1324360933333
138656.673611111,12027.25,7139.29333333333,123.382222222222,1709475.2825
14411.1697031736,10859.7929702025,372.24702416,9.0105917725,7529.86233631
14724.509551758,9479.47711549999,139441.914925027,1137.3680540475,1408.51321382
62220.3386916667,34659.870225,979.980624999999,2145.18687272727,11518.6014472222
26403.6425207247,7882.6541376725,38594.9420889375,29.8976701486538,8200.78039413361
122362.473627323,105026.465500232,799.237345817777,12.3625662225,4211.4699140525
220892.267479,57127.8424649233,1678.9219388775,409.7913613225,81986.3636365155
555.764096982802,59.2223459495999,181.2111370685,4.02663430916666,479.6704540731
985.511456792499,44.0868964166665,223.67007104,21.9974906,5704.7567117925
100767.765763023,2691.25508401,37960.2844790025,1392.73869283583,26576.57380176
19250.7285082693,9973.10004954,1040.54263547806,387.068267924722,8624.4070760475
12129.9701082957,6460.64206589,194.67379729,27.01683159,623.898013873333
189.418264593409,93.22516945,9.24798844535715,0.3481988025,33.7491186491667
1798.26352088,192.694887226667,1186.27125696,23.7342869913889,2854.0128596
11239.03880489,13172.1911454149,295.501888776667,14.6525339191667,2022.15456134333
2945.42990891361,105.41482924,533.043140366944,134.232548927647,685.82067896
7810.74011164,27.5098596581819,3006.8391320225,139.037443754286,628.173168029773
47.19680039,28.7870108775,9.16870902666668,1.12552742613636,282.395864979167
401178.478055556,112396.276666667,74862.9166666667,1305471.10795455,56033.6525
4.00124269333332,2.34321405444444,0.10444473,1.04222095666667,10.98726874
30979.1369968099,27015.7360020225,4974.59829255706,224.35208356,84619.9087504
494.1145215025,731.8772436725,13744.8331406233,128.476762596364,1264.86113914909
2662.92507075667,1819.19041926917,326.4847410975,98.6078233788889,994.829098053637
163648.185084217,63516.9044549625,38575.9169095225,1554.99115329889,5321.6751826025
962.719770375,300.59988546,47.0130553447222,0.389554778055556,59.9959947418182
149378.196788513,113886.861859201,3604.19435365249,1332.0103825625,305694.469401723
5.88708891250001,7.61295041000001,0.72879699,0.03700068,2.43211051666667
1697.9374829725,36.3148564038462,507.2339655025,875.164152145833,892.258219788461
48.8211588284613,18.3455440115909,42.0218453225,7.49744124,98.3737222
15.7828287481,5.62267961678571,2.10876259293334,0.0874236544444444,4.14165354309643
36.4099277600002,14.6649682925,2.27934113,2.26548294014706,54.2876476191667
13.72590144,4.587289165,2.78783682333334,0.16642426,24.327890765
47825.3665654582,23404.6779062293,111940.85828079,2103.02236054472,29180.95183224
67455.8103360001,991.6215679225,96959.3384947144,487.247459095357,44379.91046129
48678.9093871237,25182.8144886873,3043.65447042334,369.91885276,3085.6908765725
97853.4283691025,98515.4185190068,14.8802143402777,3.22363783159091,3310.85319138068
2000.1214392025,1152.11431091,54.8423068358334,0.20146979,762.89881509
19626.6529797025,1318.86732766667,2969.60070096,1122.27455140706,32900.3047479596
49364.4564108725,9061.93891687668,5939.82533820583,653.794261071818,5468.18122859
376.0679758125,13.2893853891667,167.90199811,0.0239458625,73.2957825025
2.62129866898889,0.165299766625,0.698998750974999,0.00109055793333333,1.35924265537778
434.556094366944,74.64346021,111.254193113611,0.4525545225,33.01912376
10427.0659302711,11167.4851879796,49580.6788176181,297.314769985833,7915.2601796475
34.4640813097805,16.4020775409091,5.008255005975,1.94699935916667,10.6782505958028
16861.1102871925,2413.61238224795,1342.80532933,417.980202935,2309.81185025667
248.1183555225,12.9892178402778,48.26448444,0.406999969166667,155.6711551875
17759.2449684358,5627.46027195111,853.294082124999,0.21049711,6479.26689086
2940.15292584,1773.63510582472,122.4829157275,2.72481761142857,163.208129804318
441276.465,46705.1875,226148.189166667,3865.05,104201.13
1484430.93035,287447.968671428,437094.7879,190278.921236364,255172.89365
1268101.90865385,211765.915357143,311294.3975,16750.1310714286,633539.1125
451967.181818182,235979.035454545,151498.71,8890.67666666666,7453.63583333334
254.223160100278,58.5691124125,217.78029609,0.0332081988636364,145.925692049773
1450.89844738222,770.063698459999,187.330556913611,1.35156324416667,254.222501794808
48614.5364207358,6555.02702958333,3591.57793169886,1.79974798545455,36368.4411477733
1470.80256995583,806.061424713609,29.0070858649999,1.11252086142857,147.228751100278
80.8794718200003,24.6389773725,5.73849179636361,1.8872963625,276.4725955275
1038.33358744,831.111319112224,12.4852989115909,3.13816380027778,2012.77674976
21.862428928125,21.278794202,2.913896653025,0.822664710113888,36.2549130229341
4.57132006613637,0.392640846363635,3.61126557571428,0.00939547666666666,6.56892841666666
181868.677638462,162615.620769231,595.715300000001,38.724775,10279.224
18613.7116450869,9233.62683956002,624.531915217143,20.9933410225,922.072367978056
7.98575053000002,2.75747306795455,0.172173285833333,0.010420035,4.4886254975
305.8582391625,105.968175159091,11.8974096925001,0.01506117,89.76650504
12.5048955781,7.0038608913,22.8596857969,0.015739858225,1.226793660025
954.550805678574,527.218342866943,8.5334602625,0.229249400277778,366.897737821429
5.83235005090909,1.61926225,1.90440386083334,0.0325856625,49.9074682525
390.781772128178,66.3320302425,71.9952840430251,2.581203332225,66.3034303980556
181.629303062499,20.9811471224999,463.897819426666,1.45396791222222,195.718262916667
115.224372223334,41.8402870000001,30.26882558,0.0042009336111111,244.3587436
20439.67152508,2666.4954506625,2224.919986385,6.42502230285714,27009.2304410625
2043.80398958333,282.004850988214,308.94754796,494.0267446875,274.755632261428
8.77557968784722,1.55108693222222,1.441509030775,5.799451322025,52.2034182969
14867.641639947,6806.08437849,2475.182906135,4.0606679125,2359.33967035583
2.81050946142858,0.0336441111111111,25.39095569,75.5619596206818,6.0285096125
10353.0189006767,2857.4753263,307.92777625,305.6465002925,10516.8967667498
1939.81209279555,80.1471155418182,289.78646161,54.3090959739286,2014.00616536364
23.4617409669444,6.21570438068181,16.31804426,0.0825797291666667,8.31075897
185651.96239281,93071.4351435418,37078.11111471,108.97482725,10590.1592433378
7553.96125682667,21.1924646677778,9293.54885513889,25.8836261641666,3949.66613529333
461.0507953275,62.4974709725,197.03252265,2.99941939583333,115.35255029
31.9393175555555,2.86474517,36.1625434685714,0.8414843625,11.2833924327273
82308.6899999999,22794.985,36598.6113888889,282704.143333333,7232.53230769231
1.32577313888889,0.721084395833333,0.581196465357142,0.2560678225,0.7114776025
24575.3463187292,6976.07218967666,7034.04867111,150.23886764,18090.8908250625
87.3615270225,4.37354592250001,90.641484875,0.138606648888889,26.3110206625
113.04077505,11.5854750752273,14.5883531406818,0.108830977272727,42.8924235211111
33.6787678925,11.4391184984615,7.7195579582143,0.0328640011111111,31.2085506666667
1647.55537333778,953.597733404443,31.6384578924999,1.20979815107143,624.84213593
549.2626165125,41.5613120899999,964.709167993927,20.8114159225,400.015752977273
1484.04997225,464.4644209375,1014.79011164,0.609825226666667,328.549967844167
20.6005756625,0.523234828461538,15.19139344,0.447373411428571,7.6905936925
79.61904565,60.8669300500001,2.94957311111111,2.74977125,57.259059
209881.593824618,75827.807706562,3257.87483369583,23823.3787799829,158116.593748172
23.5002963733333,19.119902599091,7.24421955250001,0.0010494,8.77236235666667
3179.97043776923,349.531484384853,804.635011589999,370.896145244722,17236.4791208275
5471.757,2146.922625,1091.2716,40.1334472222223,17994.8517361111
8.30008073499998,4.3716976725,37.622269635,0.00316234909090909,3.5731433525
2008.07458480111,2656.4202398725,779.22371011,5.61999216,573.4297686775
14166.2804866025,12388.9636424114,236.227026815834,49.99779122,3486.14908115805
312.150599625,29.7240983939286,28.8394146766667,0.317147348653846,119.0704037225
131.411026672218,71.6983854515704,6.8334548961,0.209804494025,6.61719109671111
64.1756154690905,5941.0730114775,174401.816605223,6.12505130666666,212.071799889167
74.7484379913888,19.1906017825,16.8853747025,0.163846989166667,49.4042921025
233.25889954,146.838498011389,1.79704401,1.19223088068182,592.957630106667
372.834530295715,388.541597583333,55.29569440375,2.03447291666667,64.2941565425
37.7516271361539,36.3977004000001,3.03225549107143,0.575673917777778,22.619197865
558.3742774975,192.2791887225,168.12143725,4.9227599375,4.31565921
2789.41798961139,468.6739140625,1110.65620489583,911.32040175,44136.1934331969
145062.252894896,62915.1160639225,7328.7903072125,0.154266096153846,18791.1938631825
0.586427536071154,0.0915983951222222,0.386340591325,0.00150246057045455,0.826094669471429
1233426.06945643,825097.694556356,245420.856214989,2184.077018965,32558.7000779643
11.7442633822222,7.79267489000001,0.448533266944445,0.0198784542857143,5.62600773583333
51.9106777999997,14.95102025,199.127521456667,8.02992892805556,150.667256685
2809.5141361111,1606.6714909091,103.711225000001,755.647291666667,255.450808333333
576.073136380003,428.223379160001,4671.8257088775,6.13972889535715,421.989788738864
2.52363723804317,0.709440463333331,2.835450323625,0.013718785025,2.97723766585
451967.181818182,235979.035454545,151498.71,8890.67666666666,7453.63583333334
672.802351333333,443.45684529,6528.46528306917,2.87753860444444,177.766810276667
142.214291335833,1.07974889,492.359091666667,173.505872729167,127.463943500909
28.8155480125,11.1470929588637,0.200559193409091,2.18398609,20.0586301934091
28.3557958599998,48.8724513263637,405.224009985833,0.1424344625,45.0583971336111
139546.60348985,100214.899775877,19369.2189882025,573.4073492725,2361.70671742
79.1517726766667,24.1789961025,6.6459350625,0.0654974225,62.91892745
6484.46954234,1236.87918648,2890.3348115,97.3879871875,917.5237843775
84156.9239111511,34147.25878364,764.49157316096,17.22506559,68684.77606364
2489.7539570475,647.58247109,171.95936506,101.917310143333,1310.86845388068
4735.99079319556,3608.52144184,79.4760757775,0.0365802661363636,904.763218054444
1484430.93035,287447.968671428,437094.7879,190278.921236364,255172.89365
5788.283805135,8633.81784145,3364.006064,50.9871358082143,714.5938503725
955.125798145355,559.859722965357,12.86447929,0.3462530775,51.2852343136111
58789.78924564,4824.97412160028,40138.7458062266,43.7900206215385,5941.54813211806
278.82708189,131.1089033225,15.46439231,0.112924830833333,19.3051512725
189.590555288214,2.01833921454545,9.38173180555556,15.9447778541667,211.20166721
1038.16376861361,47.3681191418182,376.0519908125,0.0462700315909091,203.861202004444
154.743066058055,130.970502623333,2776.92403441,1.95330606,41.5806864566667
5.76853739249999,1.78445240111111,0.264701747954546,0.0392514261363636,3.71101554392857
25592.3329123734,5387.15616883362,2168.3149549225,7.3455727625,12976.7032805233
164.169185290001,79.27381619,31.39572521,5.07895032111111,166.516076267778
8.35344164583333,0.81543594,241.4982505625,1.80437670583333,0.6418485625
34.4180378770455,2.8255974025,21.5115844125,0.00650249942307693,2.5382498625
3530.19584985704,2817.6651462125,16.3567596736111,15.0798426690909,134.303111831591
160.71914776,69.8496272005002,35.5264249113249,0.307289269808333,116.812964445
566.617632522499,247.1824522425,394.146957297144,50.6912071291667,153.80247749
8757.0402663625,43.4601848136111,5.97882179909095,10.9544690945455,14036.5991330625
56.6616856791667,11.3340170458143,22.7004692162182,1.61525351824722,6.10942059964038
19226.6793304025,4749.44210458334,1160.96755632363,128.039289366136,7816.37287453571
153.5677506225,150.561987291389,0.598127715555554,0.0729251333333333,149.06725456
3700.75107285778,2407.4231312519,94.1285829317526,2.25719916285,242.710355546525
19991.5510268692,18316.9011443125,64695.9380179225,5715.73094294796,10186.7264125775
324186.491388889,161457.16,334151.176470588,35535.4742857143,975206.285714286
53.9124314645453,19.7560158438461,1.94433389583333,0.0502914406818182,25.8222950479545
348.967731044722,125.553582472223,44.9899573314286,0.308391662222222,55.5335425625
23.5543347655556,13.25508229,0.5159352025,0.08297288,7.43993772727273
33.1032639274998,28.5661226608334,73.17303304,0.00777361805555554,8.72366790153846
726.479789193928,239.739242557692,7140.05178272917,76.4174822766667,17.7426241994231
4.72412108727274,2.63441913888889,1.14219604,0.0112780475,6.05672612977273
3536.82551071249,2741.84071099555,29.8765709814286,0.448905601111111,949.681243019231
2996.37366494,1231.05571105583,402.871350279643,30.854643875,993.417931446029
1715.4694829125,688.52827585,251.483203658056,6.32274045107143,1375.34718783222
1941.68478738432,1338.35058056,29796.7966605025,11.5298925625,691.1913999225
2.93306989583334,0.619787643333335,2.31665506,0.124329552857143,2.5260155325
79878357.875,44447295.5625,55436545.92,34454.2766666667,92457653.7471429
358.54162902285,398.4793591284,609.740118565625,4.62543035345357,677.1925891725
3190.28756567964,1943.7760975975,19.8887412233334,0.00674964583333333,31.7480119309091
24.1949689891666,12.1653573308334,375.366956555833,0.0682866125,20.0370885325
14006.2368148622,614.820828990001,3074.35544822333,9.11527979636364,2341.45493492637
5355.51034025,649.742834255833,394.055928628182,2.49271107666667,2181.83771071429
14618.5440321025,6681.06729249001,582.789603300278,18.0758104770455,978.671336141818
257.247858006945,278.418841944722,31.6225142325,1.6406944025,404.8225089825
4.85999720644722,0.520691259625,3.93168374265,0.10747942,0.523682698025
7205.79702500249,6338.38796161,95.8250781377779,101.701453468571,727.081792995555
1.60193386694444,0.409077690000001,2.13433144,50.4137070625,3.67610558916667
0.0002819475,0.0003591025,0.421844923733333,2.83202820688214,2.880872196875
583.999645032223,167.245726666945,5.73583409,0.0696564469444444,72.9878062308333
49.8792190684,1.4492279376,37.1537470124556,0.317518515725,5.7095714839
1004.02690615583,504.358331469167,133.57564609,0.65538048,26.2390634025
35.4769653125001,10.9208365833334,7.54162607692307,0.212199770833334,21.3071260011111
517.224805510001,309.074497076667,4.06484061249999,0.0459146497727273,634.01206976
1568.1983249125,597.929092977273,112.990156455833,0.358086769166667,93.5708701490909
250.919680780278,25.4899709974999,740.474607633929,381.281544926136,309.526494751071
48.3365756625001,21.7911385344445,1.33551323886364,1.08506398333333,78.8888950322222
291.4429855825,157.3950487825,8.72293775805555,0.00577224472222222,11.4607272177778
13.5434832125,0.43096325,4.99458225,0.0440444791666667,1.57789669444444
42.8322449596428,15.0413237566667,1241.0517832025,0.759107,27.5165571309091
19.8008862281819,1.75616405,19.42737445,0.947375815,13.3121759791667
74.8470363,15.8231123525,487.7638558225,0.278729444722222,52.4850245770455
37719.5178633825,14537.5001091625,2651.84003577,160.4206422225,535.999444211389
7.4796250548,3.75033133113611,0.432075780825,0.2711317829,2.650235042725
411.9469,1.89356666666666,81.65125,120.674231578947,224.571534090909
10.30165409,1.06032973,1.14758476727273,0.000448204444444444,1.2475201225
54.151161213409,2.39420061363638,135.044148785,13.3193656328571,85.6300354581818
1.90694061,1.36279796,7.46735014714284,13.2486470640385,7.93122671000002
275.7779799025,124.388039618056,26.6070990669445,0.47112359,256.691644076667
38513.2149392025,2577.55939301361,8513.78543720249,539.857768095833,13262.79106204
1327.522,929.546,30.8417333333333,20.8489,173.912406818182
44889.8159212168,35502.1089206654,596.804579361111,68.5732727596429,14772.9105686125
1481.17401697,476.858925752499,38.4429453300001,0.11695911,173.06273418
7.55276455805556,1.44619248916667,9.44999175666667,0.0311614802777778,5.1310435625
245.7790646844,97.4451547824,70.1705261899999,4.59528130611389,158.616689067954
20.1238062475,5.9676248136111,2.38935989,1.5050670125,13.2866939225
2384.7608190025,379.118729023333,196.434430580278,15.92418009,398.2935987
197.836659673334,64.1548622708333,22.0161188958334,0.1393852025,39.82668825
338.662913153408,392.491015954286,59.8036830691667,0.0116251843181818,306.4958873125
1680.8404358136,1775.51452612,4432.90411681,22.5054945627273,890.460056943332
15.8758055525,18.2881823596428,4.33157283916666,0.02346013,11.3499875275
15.846876,7.42595811555555,5.66886834333333,0.02838809,8.8899215325
60547.3411823168,47455.4818219974,281.984303423333,11.62580439,3390.6254051425
194.3799025025,10.7767043377778,68.4698020277778,0.487028178055556,19.39915965
