DATES,U Revenue,D CR,U OE,D NOI,D CAPEX,D WK,U FCF
2017-01-01,40231.4288171155,8376.96067880746,23204.6580011939,323.85181796617996,2278.8582667643,60032.88398710809,19438.2695192953
2017-01-08,39781.35117872697,8359.921300546192,23353.14355261264,349.67680816478344,2287.24509432542,61090.03848485753,19411.148008150252
2017-01-15,39331.273540338436,8342.881922284925,23501.629104031377,375.5017983633869,2295.63192188654,62147.19298260695,19384.02649700521
2017-01-22,38881.195901949905,8325.842544023657,23650.114655450117,401.3267885619904,2304.01874944766,63204.34748035639,19356.90498586016
2017-01-29,38431.11826356137,8308.803165762389,23798.600206868854,427.15177876059386,2312.4055770087803,64261.50197810582,19329.783474715114
2017-02-05,37981.04062517284,8291.763787501122,23947.085758287594,452.97676895919733,2320.7924045699,65318.65647585525,19302.66196357007
2017-02-12,37530.96298678432,8274.724409239854,24095.57130970633,478.80175915780075,2329.17923213102,66375.81097360468,19275.540452425023
2017-02-19,37080.88534839579,8257.685030978586,24244.05686112507,504.6267493564042,2337.5660596921402,67432.96547135411,19248.418941279975
2017-02-26,36630.807710007255,8240.645652717318,24392.542412543808,530.4517395550076,2345.95288725326,68490.11996910354,19221.297430134928
2017-03-05,36180.730071618724,8223.606274456051,24541.027963962548,556.2767297536111,2354.33971481438,69547.27446685298,19194.175918989884
2017-03-12,35730.65243323019,8206.566896194783,24689.513515381284,582.1017199522146,2362.7265423755002,70604.42896460241,19167.054407844837
2017-03-19,35280.57479484166,8189.527517933516,24837.999066800025,607.926710150818,2371.11336993662,71661.58346235185,19139.93289669979
2017-03-26,34830.49715645313,8172.488139672248,24986.48461821876,633.7517003494215,2379.5001974977404,72718.73796010127,19112.811385554745
2017-04-02,34380.4195180646,8155.44876141098,25134.9701696375,659.576690548025,2387.88702505886,73775.8924578507,19085.689874409698
2017-04-09,34578.32975927589,8171.756363478949,24649.715724545316,726.7961291149961,2488.90505241259,73650.08556392952,19869.731649313497
2017-04-16,34776.24000048718,8188.063965546919,24164.46127945313,794.0155676819672,2589.9230797663204,73524.27867000834,20653.7734242173
2017-04-23,34974.15024169847,8204.371567614888,23679.206834360946,861.2350062489384,2690.94110712005,73398.47177608714,21437.815199121098
2017-04-30,35172.06048290977,8220.679169682857,23193.95238926876,928.4544448159095,2791.95913447378,73272.66488216596,22221.8569740249
2017-05-07,35369.97072412106,8236.986771750826,22708.697944176576,995.6738833828806,2892.97716182751,73146.85798824478,23005.8987489287
2017-05-14,35567.880965332355,8253.294373818795,22223.443499084395,1062.8933219498517,2993.99518918124,73021.0510943236,23789.940523832498
2017-05-21,35765.79120654365,8269.601975886766,21738.18905399221,1130.112760516823,3095.01321653497,72895.2442004024,24573.9822987363
2017-05-28,35963.70144775494,8285.909577954735,21252.934608900025,1197.332199083794,3196.0312438887004,72769.43730648122,25358.0240736401
