DATES,U Revenue,D CR,U OE,D NOI,D CAPEX,D WK,U FCF
12/31/2016,30805.6659998843,2940.80485487297,12909.274868057,712.114323352514,504.436566874371,43111.03044981,53571.9502818406
03/31/2017,27975.207699663,2569.17789797214,12513.526529891,606.921309718546,539.115926441483,42695.3194222907,56686.4258107708
06/30/2017,24406.1210277063,2903.13578068803,13062.1225602035,740.041009964023,762.867850379643,46109.2476451308,51888.6753492514
09/30/2017,22891.452639109,2986.87994030188,9680.71694142536,751.073834427685,1045.27481766493,48853.4261439257,44779.7445247288
12/31/2017,29405.039170372,3072.04352647736,7265.14322811327,1082.81798364928,1020.39344652653,51378.7452675507,65133.4460486058
03/31/2018,25572.3228200082,2370.70500364042,9097.21352637414,1618.00679850242,958.707230374022,51261.1016615286,62722.9728672037
06/30/2018,22010.4876621351,2429.40979343635,8898.98973354716,2060.39916035703,813.273060803426,51261.1016615286,62722.9728672037
09/30/2018,18515.088269918,2600.30940466707,9420.66557214628,2420.99677130446,805.969679950802,53322.8529325008,62722.9728672037
12/31/2018,25510.8735858087,2702.31048466966,12255.7469952147,2357.34848222883,775.98203909627,55617.6679551262,40063.8329533841
03/31/2019,24073.9976830697,1989.50669765146,13941.2695671111,2263.96673267666,605.932575221272,58787.6193629332,40063.8329533841
06/30/2019,22251.2591999227,1978.39689591795,14637.6081265577,2124.84836321716,688.555514413019,61529.532920063,40063.8329533841
09/30/2019,19672.2890671843,2109.10229718712,14153.1003401409,2193.39823322712,738.395545857947,68605.951753474,40063.8329533841
12/31/2019,25690.9595480589,2435.25860137185,15588.7914128801,2058.52113612108,766.011386628456,71777.9471386891,30739.800437164
03/31/2020,22663.1475338898,2226.38628519606,7711.31956930849,1496.93214251205,857.394664732124,73569.336192881,30739.800437164
