DATES,U Revenue,D CR,U OE,D NOI,D CAPEX,D WK,U FCF
2017-01-01,54.6525823900826,21.256511607370697,76.5876404302069,4.02718038063629,17.9681536462305,171.605573124164,282.91287429957003
2017-01-08,54.35322046189549,21.256511607370697,75.79392131173934,4.035124093760357,18.06020607514487,172.3062668571627,282.59624704966836
2017-01-15,54.053858533708386,21.256511607370697,75.00020219327176,4.043067806884426,18.15225850405924,173.00696059016138,282.27961979976664
2017-01-22,53.754496605521275,21.256511607370697,74.2064830748042,4.051011520008493,18.244310932973608,173.70765432316009,281.96299254986496
2017-01-29,53.45513467733417,21.256511607370697,73.41276395633662,4.0589552331325605,18.33636336188798,174.4083480561588,281.64636529996324
2017-02-05,53.15577274914706,21.256511607370697,72.61904483786905,4.066898946256629,18.428415790802347,175.10904178915746,281.32973805006156
2017-02-12,52.85641082095996,21.256511607370697,71.82532571940149,4.074842659380696,18.520468219716715,175.80973552215616,281.0131108001599
2017-02-19,52.55704889277285,21.256511607370697,71.03160660093391,4.0827863725047635,18.612520648631087,176.51042925515486,280.69648355025816
2017-02-26,52.257686964585744,21.256511607370697,70.23788748246635,4.090730085628831,18.704573077545454,177.21112298815356,280.3798563003565
2017-03-05,51.958325036398634,21.256511607370697,69.44416836399878,4.098673798752899,18.796625506459822,177.91181672115223,280.0632290504548
2017-03-12,51.65896310821153,21.256511607370697,68.6504492455312,4.1066175118769666,18.888677935374194,178.61251045415094,279.7466018005531
2017-03-19,51.35960118002442,21.256511607370697,67.85673012706364,4.114561225001034,18.98073036428856,179.31320418714964,279.4299745506514
2017-03-26,51.06023925183732,21.256511607370697,67.06301100859606,4.122504938125102,19.072782793202933,180.0138979201483,279.1133473007497
2017-04-02,50.760877323650206,21.256511607370697,66.2692918901285,4.13044865124917,19.1648352221173,180.714591653147,278.796720050848
2017-04-09,50.92309068565239,21.256511607370697,65.31762406472905,4.115346178972658,19.085566906539892,193.68980226628008,279.9824098457663
2017-04-16,51.085304047654574,21.256511607370697,64.36595623932958,4.100243706696147,19.006298590962484,206.66501287941315,281.16809964068466
2017-04-23,51.24751740965676,21.256511607370697,63.414288413930116,4.085141234419635,18.92703027538508,219.64022349254623,282.35378943560295
2017-04-30,51.40973077165894,21.256511607370697,62.462620588530655,4.070038762143124,18.84776195980767,232.6154341056793,283.53947923052124
2017-05-07,51.57194413366113,21.256511607370697,61.51095276313119,4.054936289866612,18.76849364423026,245.59064471881237,284.7251690254396
2017-05-14,51.73415749566331,21.256511607370697,60.55928493773173,4.0398338175901,18.689225328652853,258.5658553319455,285.9108588203579
2017-05-21,51.896370857665495,21.256511607370697,59.60761711233227,4.024731345313589,18.609957013075448,271.54106594507857,287.09654861527616
2017-05-28,52.05858421966768,21.256511607370697,58.65594928693281,4.0096288730370775,18.53068869749804,284.51627655821164,288.28223841019445
2017-06-04,52.22079758166986,21.256511607370697,57.70428146153335,3.994526400760566,18.45142038192063,297.4914871713447,289.4679282051128
2017-06-11,52.38301094367205,21.256511607370697,56.75261363613389,3.9794239284840547,18.372152066343222,310.4666977844778,290.6536180000311
2017-06-18,52.54522430567423,21.256511607370697,55.800945810734426,3.964321456207543,18.292883750765817,323.44190839761086,291.8393077949494
2017-06-25,52.707437667676416,21.256511607370697,54.849277985334965,3.9492189839310314,18.21361543518841,336.41711901074393,293.0249975898677
2017-07-02,52.8696510296786,21.256511607370697,53.8976101599355,3.93411651165452,18.134347119611,349.392329623877,294.210687384786
2017-07-09,67.58902805973986,21.256511607370697,53.39385220218479,3.9457576187760437,18.133689264388753,352.0936566829201,292.81808553749204
