DATES,U Revenue,D CR,U OE,D NOI,D CAPEX,D WK,U FCF
2017-01-01,40231.4288171155,8376.96067880746,23204.6580011939,323.85181796617996,2278.8582667643,60032.88398710809,11065.5325988597
2017-01-08,39781.35117872697,8359.921300546192,23353.14355261264,349.67680816478344,2287.24509432542,61090.03848485753,21415.287158719875
2017-01-15,39331.273540338436,8342.881922284925,23501.629104031377,375.5017983633869,2295.63192188654,62147.19298260695,31765.041718580054
2017-01-22,38881.195901949905,8325.842544023657,23650.114655450117,401.3267885619904,2304.01874944766,63204.34748035639,42114.79627844023
2017-01-29,38431.11826356137,8308.803165762389,23798.600206868854,427.15177876059386,2312.4055770087803,64261.50197810582,52464.550838300405
2017-02-05,37981.04062517284,8291.763787501122,23947.085758287594,452.97676895919733,2320.7924045699,65318.65647585525,62814.30539816059
2017-02-12,37530.96298678432,8274.724409239854,24095.57130970633,478.80175915780075,2329.17923213102,66375.81097360468,73164.05995802076
2017-02-19,37080.88534839579,8257.685030978586,24244.05686112507,504.6267493564042,2337.5660596921402,67432.96547135411,83513.81451788095
2017-02-26,36630.807710007255,8240.645652717318,24392.542412543808,530.4517395550076,2345.95288725326,68490.11996910354,93863.56907774112
2017-03-05,36180.730071618724,8223.606274456051,24541.027963962548,556.2767297536111,2354.33971481438,69547.27446685298,104213.3236376013
2017-03-12,35730.65243323019,8206.566896194783,24689.513515381284,582.1017199522146,2362.7265423755002,70604.42896460241,114563.07819746148
2017-03-19,35280.57479484166,8189.527517933516,24837.999066800025,607.926710150818,2371.11336993662,71661.58346235185,124912.83275732165
2017-03-26,34830.49715645313,8172.488139672248,24986.48461821876,633.7517003494215,2379.5001974977404,72718.73796010127,135262.5873171818
2017-04-02,34380.4195180646,8155.44876141098,25134.9701696375,659.576690548025,2387.88702505886,73775.8924578507,145612.341877042
2017-04-09,34578.32975927589,8171.756363478949,24649.715724545316,726.7961291149961,2488.90505241259,73650.08556392952,145188.3281277813
2017-04-16,34776.24000048718,8188.063965546919,24164.46127945313,794.0155676819672,2589.9230797663204,73524.27867000834,144764.31437852062
2017-04-23,34974.15024169847,8204.371567614888,23679.206834360946,861.2350062489384,2690.94110712005,73398.47177608714,144340.30062925993
2017-04-30,35172.06048290977,8220.679169682857,23193.95238926876,928.4544448159095,2791.95913447378,73272.66488216596,143916.28687999924
2017-05-07,35369.97072412106,8236.986771750826,22708.697944176576,995.6738833828806,2892.97716182751,73146.85798824478,143492.27313073855
2017-05-14,35567.880965332355,8253.294373818795,22223.443499084395,1062.8933219498517,2993.99518918124,73021.0510943236,143068.25938147787
2017-05-21,35765.79120654365,8269.601975886766,21738.18905399221,1130.112760516823,3095.01321653497,72895.2442004024,142644.24563221715
2017-05-28,35963.70144775494,8285.909577954735,21252.934608900025,1197.332199083794,3196.0312438887004,72769.43730648122,142220.23188295646
2017-06-04,36161.61168896623,8302.217180022704,20767.68016380784,1264.5516376507653,3297.04927124243,72643.63041256004,141796.21813369577
2017-06-11,36359.52193017753,8318.524782090673,20282.425718715655,1331.7710762177362,3398.06729859616,72517.82351863886,141372.20438443508
2017-06-18,36557.43217138882,8334.832384158643,19797.17127362347,1398.9905147847076,3499.08532594989,72392.01662471767,140948.1906351744
2017-06-25,36755.34241260011,8351.139986226612,19311.916828531284,1466.2099533516787,3600.10335330362,72266.20973079649,140524.1768859137
2017-07-02,36953.2526538114,8367.44758829458,18826.6623834391,1533.4293919186498,3701.12138065735,72140.4028368753,140100.16313665302
2017-07-09,36704.44791110676,8303.765484220496,18883.681190543823,1535.4989457302183,3681.396743326665,72232.90803645346,139642.86704054772
2017-07-16,36455.64316840212,8240.08338014641,18940.699997648546,1537.5684995417867,3661.672105995979,72325.41323603163,139185.5709444424
2017-07-23,36206.83842569749,8176.401276072324,18997.71880475327,1539.6380533533552,3641.947468665294,72417.91843560978,138728.27484833708
2017-07-30,35958.03368299285,8112.719171998238,19054.737611857992,1541.7076071649237,3622.2228313346086,72510.42363518795,138270.97875223178
2017-08-06,35709.22894028821,8049.037067924153,19111.756418962716,1543.777160976492,3602.498194003923,72602.9288347661,137813.68265612648
2017-08-13,35460.42419758357,7985.354963850068,19168.77522606744,1545.8467147880606,3582.7735566732376,72695.43403434427,137356.38656002117
2017-08-20,35211.619454878935,7921.672859775982,19225.794033172162,1547.9162685996291,3563.0489193425524,72787.93923392243,136899.09046391584
2017-08-27,34962.814712174295,7857.990755701897,19282.812840276885,1549.9858224111977,3543.324282011867,72880.4444335006,136441.79436781054
2017-09-03,34714.009969469655,7794.308651627811,19339.83164738161,1552.055376222766,3523.5996446811814,72972.94963307875,135984.49827170523
2017-09-10,34465.205226765014,7730.626547553726,19396.85045448633,1554.1249300343345,3503.875007350496,73065.45483265692,135527.20217559993
2017-09-17,34216.40048406038,7666.9444434796405,19453.869261591055,1556.194483845903,3484.150370019811,73157.96003223507,135069.9060794946
2017-09-24,33967.59574135574,7603.2623394055545,19510.88806869578,1558.2640376574714,3464.425732689125,73250.46523181324,134612.6099833893
2017-10-01,33718.7909986511,7539.580235331469,19567.9068758005,1560.33359146904,3444.70109535844,73342.9704313914,134155.313887284
2017-10-08,34393.15096268661,7535.6353213848715,19609.79056422805,1510.180624064914,3485.105903549964,75086.84012536048,132839.82835466054
2017-10-15,35067.51092672212,7531.690407438274,19651.674252655594,1460.0276566607881,3525.5107117414877,76830.70981932957,131524.34282203708
2017-10-22,35741.87089075762,7527.745493491676,19693.55794108314,1409.8746892566621,3565.9155199330116,78574.57951329865,130208.85728941362
2017-10-29,36416.23085479313,7523.800579545079,19735.441629510686,1359.7217218525361,3606.3203281245355,80318.44920726774,128893.37175679015
2017-11-05,37090.59081882864,7519.855665598481,19777.325317938234,1309.5687544484103,3646.7251363160594,82062.31890123682,127577.8862241667
2017-11-12,37764.95078286415,7515.910751651883,19819.209006365778,1259.4157870442843,3687.129944507583,83806.1885952059,126262.40069154323
2017-11-19,38439.31074689965,7511.965837705286,19861.092694793326,1209.2628196401583,3727.5347526991072,85550.05828917498,124946.91515891977
2017-11-26,39113.67071093516,7508.020923758688,19902.97638322087,1159.1098522360326,3767.9395608906307,87293.92798314407,123631.4296262963
2017-12-03,39788.03067497067,7504.07600981209,19944.860071648418,1108.9568848319068,3808.3443690821546,89037.79767711315,122315.94409367285
