DATES,U Revenue,D CR,U OE,D NOI,D CAPEX,D WK,U FCF
12/31/2016,30.8056659998843,2.94080485487297,12.909274868057,0.712114323352514,0.504436566874371,43.11103044981,47.7619938549472
03/31/2017,27.975207699663,2.56917789797214,12.513526529891,0.606921309718546,0.539115926441483,42.6953194222907,59.6782080238116
06/30/2017,24.4061210277063,2.90313578068803,13.0621225602035,0.740041009964023,0.762867850379643,46.1092476451308,80.4412878265625
09/30/2017,22.891452639109,2.98687994030188,9.68071694142536,0.751073834427685,1.04527481766493,48.8534261439257,83.0137117476182
12/31/2017,29.405039170372,3.07204352647736,7.26514322811327,1.08281798364928,1.02039344652653,51.3787452675506,81.7049798412966
03/31/2018,25.5723228200082,2.37070500364042,9.09721352637414,1.61800679850242,0.958707230374022,51.2611016615286,81.7585111748832
06/30/2018,22.0104876621351,2.42940979343635,8.89898973354716,2.06039916035703,0.813273060803426,51.2611016615286,90.1620130519688
09/30/2018,18.515088269918,2.60030940466707,9.42066557214628,2.42099677130446,0.805969679950802,53.3228529325008,109.418040457611
12/31/2018,25.5108735858087,2.70231048466966,12.2557469952147,2.35734848222883,0.77598203909627,55.6176679551262,127.385829878561
03/31/2019,24.0739976830697,1.98950669765146,13.9412695671111,2.26396673267666,0.605932575221272,58.7876193629332,128.878512875093
06/30/2019,22.2512591999227,1.97839689591795,14.6376081265577,2.12484836321716,0.688555514413019,61.529532920063,125.688345787756
09/30/2019,19.6722890671843,2.10910229718712,14.1531003401409,2.19339823322712,0.738395545857947,68.605951753474,124.483548060226
12/31/2019,25.6909595480589,2.43525860137185,15.5887914128801,2.05852113612108,0.766011386628456,71.7779471386891,122.720771913587
03/31/2020,22.6631475338898,2.22638628519606,7.71131956930849,1.49693214251205,0.857394664732124,73.569336192881,119.7275250273
06/30/2020,20.9901829634543,2.29909108610821,7.41739264611674,1.41927983498675,0.775819186869139,75.7146622372081,121.200271982574
