DATES,D Revenue,U CR,D OE,U NOI,U CAPEX,U WK,D FCF
12/31/2016,54.7585609745179,24.2472384289133,84.3148859929254,11.6490342947388,42.7352313671051,268.100727339558,331.360758661843
03/31/2017,77.9455650509451,23.2713036039791,84.3148859929254,19.6129209111409,48.3042441199529,268.100727339558,331.360758661843
06/30/2017,100.595499628237,22.1730209295634,84.3148859929254,23.8519740622588,48.3042441199529,268.100727339558,316.009013207806
09/30/2017,77.9455650509451,21.7977718389485,84.3148859929254,20.6591384137868,46.5431699249919,268.100727339558,334.502829370908
12/31/2017,77.9455650509451,21.9918816189715,84.3148859929254,19.0752894255019,41.8998806680878,268.100727339558,309.310029653816
03/31/2018,54.7585609745179,21.9247902742861,84.3148859929254,18.0264356141857,21.1604977887257,268.100727339558,352.128622333753
06/30/2018,54.7585609745179,12.704751642032,75.4527998155138,17.1026313764871,26.1896926289714,268.100727339558,352.128622333753
09/30/2018,107.603438606766,18.0034718873888,100.07845136977,14.5792171061608,26.9623193858887,268.100727339558,362.566637553246
12/31/2018,133.530687276163,18.0034718873888,92.5040539652182,11.7587353547419,25.5529329227073,268.100727339558,362.566637553246
03/31/2019,146.607347311498,18.0034718873888,102.250043660487,12.4699639133399,25.5529329227073,268.100727339558,362.566637553246
06/30/2019,144.970686692172,18.0034718873888,102.496602731157,11.0324197578902,26.7644042215278,268.100727339558,362.566637553246
09/30/2019,139.775329930367,18.0034718873888,97.8789339658218,11.0324197578902,26.903708365382,688.546222123105,369.274829903149
12/31/2019,120.380275436991,18.0034718873888,86.4721259795813,15.1796929126737,19.3203979715165,2334.20054122748,358.902029343199
03/31/2020,94.5345741741386,18.0034718873888,71.4781435125452,15.1796929126737,20.1281607988126,2497.99619695467,905.954193102499
06/30/2020,13.0930734141595,18.0034718873888,25.098377864487,15.4977843152277,20.1281607988126,2795.02057237509,1071.62042409303
