DATES,D Revenue,U CR,D OE,U NOI,U CAPEX,U WK,D FCF
2017-01-01,4479.7207719281,1283.8510297798,2201.86258906207,165.49838151992398,2075.33666345166,23013.204073189903,4489.07260016184
2017-01-08,4451.483282441685,1294.7202430567231,2188.701160579374,166.32188188251138,2083.3507145509,22872.363692428702,4514.461229361381
2017-01-15,4423.24579295527,1305.5894563336462,2175.5397320966777,167.14538224509877,2091.3647656501403,22731.5233116675,4539.849858560922
2017-01-22,4395.008303468856,1316.4586696105694,2162.3783036139816,167.96888260768614,2099.3788167493803,22590.682930906303,4565.2384877604645
2017-01-29,4366.770813982441,1327.3278828874923,2149.2168751312856,168.79238297027354,2107.39286784862,22449.842550145102,4590.627116960006
2017-02-05,4338.533324496027,1338.1970961644154,2136.055446648589,169.61588333286093,2115.40691894786,22309.0021693839,4616.015746159547
2017-02-12,4310.295835009612,1349.0663094413385,2122.894018165893,170.43938369544833,2123.4209700471,22168.1617886227,4641.404375359089
2017-02-19,4282.058345523197,1359.9355227182616,2109.732589683197,171.2628840580357,2131.43502114634,22027.321407861502,4666.793004558631
2017-02-26,4253.820856036783,1370.8047359951847,2096.5711612005007,172.0863844206231,2139.4490722455803,21886.4810271003,4692.181633758172
2017-03-05,4225.583366550369,1381.6739492721078,2083.4097327178047,172.9098847832105,2147.4631233448204,21745.6406463391,4717.570262957714
2017-03-12,4197.345877063954,1392.5431625490307,2070.2483042351087,173.73338514579788,2155.47717444406,21604.8002655779,4742.958892157255
2017-03-19,4169.108387577539,1403.4123758259539,2057.086875752412,174.55688550838525,2163.4912255433,21463.9598848167,4768.347521356797
2017-03-26,4140.870898091124,1414.281589102877,2043.9254472697162,175.38038587097265,2171.50527664254,21323.1195040555,4793.7361505563385
2017-04-02,4112.63340860471,1425.1508023798,2030.76401878702,176.20388623356004,2179.51932774178,21182.2791232943,4819.12477975588
2017-04-09,4129.1205100915695,1417.5719639428823,2037.5070853000768,176.25347987194726,2177.763032301608,21782.117357673415,4788.143217673168
2017-04-16,4145.607611578428,1409.9931255059646,2044.250151813134,176.30307351033449,2176.0067368614355,22381.95559205253,4757.161655590456
2017-04-23,4162.094713065288,1402.414287069047,2050.993218326191,176.3526671487217,2174.250441421263,22981.793826431644,4726.180093507744
2017-04-30,4178.581814552146,1394.8354486321293,2057.7362848392477,176.40226078710896,2172.4941459810907,23581.63206081076,4695.1985314250305
2017-05-07,4195.068916039006,1387.2566101952116,2064.4793513523045,176.45185442549618,2170.7378505409183,24181.470295189876,4664.216969342318
2017-05-14,4211.556017525865,1379.6777717582938,2071.222417865362,176.5014480638834,2168.981555100746,24781.308529568993,4633.235407259606
2017-05-21,4228.043119012724,1372.0989333213763,2077.9654843784188,176.55104170227062,2167.225259660574,25381.146763948105,4602.253845176894
2017-05-28,4244.530220499583,1364.5200948844586,2084.7085508914756,176.60063534065785,2165.4689642204016,25980.98499832722,4571.272283094182
2017-06-04,4261.017321986443,1356.9412564475408,2091.4516174045325,176.65022897904507,2163.7126687802293,26580.823232706338,4540.29072101147
2017-06-11,4277.504423473301,1349.362418010623,2098.1946839175894,176.69982261743232,2161.956373340057,27180.661467085454,4509.309158928758
2017-06-18,4293.991524960161,1341.7835795737055,2104.9377504306467,176.74941625581954,2160.2000778998845,27780.49970146457,4478.327596846045
2017-06-25,4310.478626447019,1334.2047411367878,2111.6808169437036,176.79900989420676,2158.443782459712,28380.337935843687,4447.346034763333
2017-07-02,4326.965727933879,1326.62590269987,2118.4238834567604,176.84860353259398,2156.6874870195397,28980.1761702228,4416.364472680621
2017-07-09,4352.938743193255,1313.5152432881846,2096.3496129589457,176.93589998459277,2223.9708662343683,29487.012594809807,4435.811975384245
2017-07-16,4378.91175845263,1300.4045838764991,2074.275342461131,177.02319643659152,2291.254245449197,29993.849019396814,4455.259478087868
2017-07-23,4404.884773712005,1287.293924464814,2052.2010719633163,177.1104928885903,2358.5376246640253,30500.68544398382,4474.706980791492
2017-07-30,4430.857788971381,1274.1832650531285,2030.1268014655018,177.19778934058905,2425.821003878854,31007.52186857083,4494.1544834951155
2017-08-06,4456.830804230756,1261.072605641443,2008.0525309676873,177.28508579258784,2493.1043830936824,31514.35829315784,4513.60198619874
2017-08-13,4482.803819490132,1247.9619462297576,1985.9782604698726,177.37238224458662,2560.387762308511,32021.194717744846,4533.049488902363
2017-08-20,4508.776834749507,1234.8512868180724,1963.9039899720578,177.45967869658537,2627.6711415233394,32528.031142331853,4552.496991605987
2017-08-27,4534.749850008882,1221.740627406387,1941.8297194742431,177.54697514858415,2694.954520738168,33034.86756691886,4571.9444943096105
2017-09-03,4560.722865268258,1208.6299679947015,1919.7554489764286,177.63427160058293,2762.2378999529965,33541.70399150587,4591.391997013235
2017-09-10,4586.695880527634,1195.519308583016,1897.681178478614,177.7215680525817,2829.521279167825,34048.540416092874,4610.839499716858
2017-09-17,4612.668895787008,1182.4086491713308,1875.6069079807994,177.80886450458047,2896.804658382653,34555.376840679884,4630.287002420482
