"A","B","C","D","DR OF FCF***","Clase"
"-0.18014114964738","0.15886691873976","-0.0042235754880738","-0.0011891997182083","3748.1226713325","0"
"-0.054954679715613","0.026675433135002","0.020578505196988","-0.0047584379438252","738.34064771","0"
"0.068398898502356","-0.0065136507247304","-0.01009611393393","0.0096604711299361","1131.1960426225","1"
"0.026392165113785","-0.012780180275506","-0.0045347335442965","0.0018375991000733","2392.2808506781","1"
"0.016912964772884","0.0072063046272036","0.0024356287573735","0.0046335805668989","98643.731590909","1"
"0.0086207806213352","-0.017919757581411","0.0039814511698267","-0.00063564551962478","82441.0925","0"
"0.0023159213988886","0.0081153946937863","-0.0011843690700311","0.0078224756437779","4453.3114454545","1"
"0.1092593448688","-0.026599660239666","-0.060397278115333","-0.00021572131439012","45001.91","1"
"-0.06565079726614","0.014310752899602","0.023097297822434","0.001507237041904","923.5222373125","0"
"-0.021871201789591","0.0056771840407439","0.0050267609886704","-0.0012075902771292","4961.3221636933","0"
"0.037623150394148","-0.02853836219374","-0.0088370836835296","0.010210582000824","2156003.92","1"
"0.025938317049513","-0.011149888120938","-0.020869000533029","0.0016063388821541","2.39445208","0"
"-0.18070685452359","0.095193303780732","0.11144325522206","-0.0016154411774736","170.13421342","1"
"-0.0093186853251436","0.011224462177535","0.0010430389695728","-0.031721246347698","217331.93680446","1"
"-0.046437833518627","0.015305590164511","0.023020875030792","-0.0073458939183444","353.83454633","0"
"0.037705251001079","-0.19809724039893","-0.036980744660619","0.050463476635782","1.602951001725","0"
"0.017533275314812","-0.0081250992361274","-0.028589437598798","-0.0022738735653181","152.236896625","0"
"-0.038194224396877","-0.00089405045762586","0.0052384376078368","0.0044084888178588","155.0494941325","0"
"-0.022468406839968","0.011320019425574","0.041909202113203","-0.012954601700726","211.92586474","1"
"-0.0001481939262728","0.0014185558164252","-0.0051573523131675","0.0046469876131989","72789.524675714","0"
"-0.47766994542745","0.46115071600342","0.01112639543659","-0.0035868729323496","77814.773325521","0"
"-0.044534611846421","0.03691280820035","0.021009216233137","-0.038167894633295","20200.573876557","1"
"0.16929843947488","-0.13840955297132","0.021836242355917","0.0015916908621436","76.637047631591","1"
"-0.031935252793561","0.023006272522306","-0.0045115348876703","0.0060267227390492","15.806232580278","0"
"0.041432821397197","-0.011974937290722","-0.013410387813103","0.0017162989634619","8220.7030380671","1"
"0.17053759142172","-0.1488672870678","-0.018542475372949","0.01291752535402","17381.533242594","1"
"-0.0072405499717283","0.0056607438896746","0.014082977833923","-0.0078060425111104","499513.7530068","1"
"-0.012196011699873","0.0050606908336099","-0.00250762496432","-0.0058258121432456","80612.05","0"
"0","0","0.058892342227767","0.0098869820849892","1.1762445421679","1"
"0.11589719038081","-0.077356165264502","-0.043719352502613","0.0036947640050041","76539.962679153","0"
"-0.004501629078473","-0.0043764634747512","-0.022509108204702","0.00058346427581107","10211.646363636","0"
"-0.29583710135638","0.086540620832642","0.21881418302458","-0.017440969230022","242.882299365","1"
"0.0060528915575553","-0.0067497205482123","-0.0011711486869723","0.00022654052344289","2374.1434697781","0"
"-0.098944674928265","0.025820937353445","0.033999912013315","-0.0087960050402044","226.23113727111","0"
"-0.00086972055189463","0.012069755400488","0.00092809167716694","-0.0022136408701242","337618.82472222","1"
"-0.031466371139195","0.0182174172054","0.0446147185692","-0.010679581175488","357.62499985","1"
"-0.12482844381123","0.083630575350859","0.032954006507545","0.0068669387519596","1355.0164252727","0"
"-0.20734128396786","0.094021451150656","0.12223612993567","-0.030166213728303","38.0067346025","1"
"-0.098892810665843","0.41887311227206","0.90773226493489","-0.034564971405668","2.068951735","1"
"0.037623150394148","-0.02853836219374","-0.0088370836835296","0.010210582000824","2156003.92","1"
"0.028683040830648","-0.0071529378804803","-0.019913870817506","0.00082873920786864","18.566440905455","1"
"-0.01227478517304","0.0059784980911401","0.0063180214835958","-0.0018999901493126","1605006.3725","1"
"-0.020352074254225","0.010791046921322","-0.0032989927884725","0.0062394305674182","2081.7490954433","0"
"0.028758275263378","-0.016256098777321","-0.12238197181166","0.0023913623748201","1457.4858713","0"
"-0.022925150132819","0.015684113437236","-0.012326290210637","0.022927649837531","6255.7029522727","0"
"0.088607398131115","-0.092837605076127","-0.023810429714417","-0.0043702171722522","5093.0316993952","0"
"0.027886379294838","-0.029790626663386","-0.0058778097554664","-0.0025006508117008","2382.9793966025","0"
"0.066026162304218","-0.03202439611945","-0.002354486522238","-0.0005512399824885","63006.032713469","1"
"-0.10718035917575","0.035899484666001","0.0019073662474327","0.0051588933693215","127.2322723861","0"
"-0.017105168223487","0.0093422223992426","0.00057350467706781","0.011198830203099","7103.5257833025","0"
"0.10594291189332","-0.016558766633315","0.056318402783421","0.061114674023159","41357.17966216","1"
"-0.0093339793919933","0.00037403402010044","0.0023651497416498","0.0015704791472187","22084.202166997","0"
"-0.25232853188712","0.21013159090123","0.034858882366172","-0.018968592440605","126.56536771143","0"
"-0.073917318470534","0.042542234690546","0.0034110713672807","-0.0031467546317106","692.1282129625","0"
"-0.00071816354984341","0.0088636304185382","0.02335302976388","-0.004015266341648","3191.48586632","1"
"-0.47263291790828","0.37731294660052","0.092359543946388","-0.0018300686915022","10680.02577821","0"
"-0.014479692749085","-0.0014886576510138","0.03814608700446","0.079069339090886","281.11087567667","1"
"0.14485087291474","-0.0049778997456834","-0.1311877060778","0.0054051598512834","893.65563295806","1"
"-0.042703778652168","0.043284537013396","-0.011474780845607","-0.015460210796436","28.2975275625","0"
"-0.014365155604198","-0.00061668870677417","0.01047946883695","-0.31118829751409","1981701.19","0"
"-0.10951255157394","0.05216301819006","0.015922960459466","0.0023309858004799","5.0988987733333","0"
"-0.024860358814958","0.016762877754572","0.0075040584335257","-0.0018109901923102","116960.2419308","0"
"0.05814466929879","-0.041777462242224","-0.27925804271034","0.0093050701398912","2141.4891891733","0"
"-0.046758967923399","0.02836833106779","-0.0022848562584941","0.0019671210813869","1370.1127837344","0"
"0.058517876947585","-0.034631230022127","-0.024801101385672","-0.0054904048397311","9148.252419147","0"
"0.11793573984339","-0.059707077468798","-0.041146357576464","-0.0083619361783907","43.317830737778","1"
"-0.053076520951444","0.052021764873804","0.0015990663031024","-0.0043713054887565","1448537.4950184","1"
"-0.12690458619661","0.10567299172292","0.025777495402521","0","18.657837591389","1"
"0","0","0.28053453052794","0.021611334130825","1.5051382137889","1"
"0.051470574701436","-0.0018521407546469","-0.02974162495963","0.0003483998121356","48.11531025","1"
"-0.024580361162606","0.010465218050588","0.070882753823589","-0.023233871645305","2584.1162591071","1"
"-0.16972653631554","0.11397116697909","0.0049798706729081","-0.029857297388526","73.29370828","0"
"-0.09242410082864","0.047758440981085","0.011509036497732","0.011804442414676","25.034730081025","0"
"-0.061180660902407","0.047203690429811","0.002713683337094","-0.004636175713069","134.49773844","0"
"0.0077171993528516","-0.010129485120516","-0.0060378291205656","0.0017767044012577","6.1581172566667","0"
"-0.064925697300387","0.051816223091456","0.0077402191405958","0.0011155088957187","20600.375746523","0"
"-0.057076304027433","0.009204354753135","0.055217554744619","0.013632211042647","39771.741325219","1"
"0.088449827073219","-0.073698522976162","-0.012867625449288","-0.023362383492131","3236.0750430825","1"
"0.12236094191473","-0.11748759167684","0.00031062999174856","-0.0018195345881872","4124.1009093958","1"
"0.038765359063905","-0.041494369288978","0.0086784143700718","-0.00036711843639979","1332.888711515","1"
"-0.023653161923186","0.0069614206938488","0.0029890224163483","2.3349854744058E-5","5890.738424864","0"
"-0.027365019708643","0.0048934819822314","0.020889820270294","-0.044964558960389","3406.6855561858","0"
"-0.43566944810791","0.085529474082147","0.22313277570822","0.0052108348128932","110.75132704694","0"
"-0.10558347085177","0.0099731901999481","0.042106645402567","0.0037274480134333","1.0704951481455","0"
"-0.083836917036477","0.055637611809729","0.10489172702624","-0.016925782459107","19.230388643333","1"
"-0.081419339812892","0.039596405527195","0.022285308959409","-0.0037323586533591","65784.842355098","0"
"0.05571523170561","0.012191521163648","0.01158743487279","-0.00044319332523469","7.7623119006614","1"
"0.049888301497584","-0.021938051291862","-0.0076949719225289","0.0081539047667659","9230.64696889","1"
"-0.011566455133557","0.0036716715494732","0.018862045667432","0.0065285339692272","73.144478854167","1"
"-0.69093484461451","0.39414342848072","0.12371777103648","0.0025738127762962","2573.8213195767","0"
"-0.11121190833559","0.070035376847177","0.028758272043482","-0.0054452934120449","208.08057096694","0"
"-0.012196011699873","0.0050606908336099","-0.00250762496432","-0.0058258121432456","80612.05","0"
"-0.0059345061947831","0.0076133502171823","-0.0041561761611756","0.0034533428442266","126254.07335833","0"
"-0.067267347247507","0.036750575060934","0.008646060554698","-0.027958817845532","601202.2625","0"
"0.085868158433526","-0.067094732910522","-0.02117748651455","-0.0099170305463553","6451.2934090909","0"
"0.13139316377146","-0.071569345759389","-0.14253822476962","-0.0027989536211413","177.92737511139","0"
"-0.017750387411825","0.010186859702027","0.0052276812391451","-0.00078566629138151","728.78375365964","0"
"-0.14393585610496","0.081635152384466","0.0026168307872407","0.00087041539783998","7305.33877304","0"
"0.066578976663475","-0.052285114840905","-0.0046411030901149","0.0043171184087818","75.277441149773","1"
"-0.0042024064373434","-0.00013271808429141","0.0093636175551695","0.024295162957389","139.88643456083","1"
"-0.013227137877048","0.039721952102888","0.0063901271406771","0.00078425942378868","395.44292126769","1"
"0.050408854239791","-0.065184191015417","0.047576188561091","-0.077416479825382","61.185458137469","1"
"0.054648050259234","0.0028218619068601","-0.042893405539699","0.0066223428618511","14.784447375","1"
"-0.44716820862679","0.42101530763653","0.028628624765789","-0.0039852992917238","9361.238","1"
"-0.32406497819139","0.26693288688529","0.071554683796453","-0.0031758506968991","498.91154461341","1"
"0.021357522682587","-0.023157543473629","0.027532466752091","-0.0027060032816631","1.9665355475","1"
"-0.15505854324832","0.097628557862818","0.037537622541526","0.0011908058318354","144.57711264","0"
"0.082159571423756","-0.044504599394604","0.0026582465691059","-0.0070884120445313","3.17249119865","1"
"0.15641752839835","-0.096817915642641","-0.02365107754846","0.00069889521949288","2130.3323719167","1"
"-0.049775733627336","0.0094452601778747","-0.017945734895984","-0.00037932334645993","15.5835650775","0"
"-0.11226819398497","0.041269722206671","0.043797585446201","-0.012160571950031","36.489651431591","0"
"-0.10741766585455","0.015160068530803","0.040805531190451","-0.0032271571964929","418.74465525","0"
"-0.20929764731437","0.092003834895975","0.093763121137594","-0.001550208171876","242.1889954","0"
"0.036770251671805","-0.01928223692054","-0.013148850660798","-0.0026639735613413","19835.650708912","1"
"0.2530545781888","-0.086335036567972","-0.028573759426399","0.0062181793732883","60.773358028462","1"
"0.0061060839063805","0.027428599218245","0.040636543691748","0.0085363587104171","11.183997263362","1"
"0.27625279471364","-0.19761840577817","0.018653321900558","-0.0016911851247294","4533.113368035","1"
"-0.0027427935057973","0.0010922196464041","-0.00018792594487491","0.086430703774327","6.1880003625","0"
"-0.012277481505016","0.0080389962324661","0.0079956911135513","-0.0066498872270314","3728.8778278889","1"
"0.010892863345553","-0.015524384168702","-0.014673784301359","0.0028801848106055","12.65644181","0"
"-0.017523748472794","0.027988765446772","-0.0032897704053062","0.0024273979860618","7136.7214958873","1"
"0.0094932691963791","0.0023586678932119","-0.036858201494928","-0.0037974902252662","1960.1285402873","0"
"-0.026752247082756","0.01408361721068","0.0047563959202313","-0.013237747293134","105.89855353","0"
"0.011388562294484","0.069345491382203","-0.11477060319078","0.017077216664731","18.793707337778","0"
"0.022137995816843","-0.0061573037361098","-0.0090957751937541","-0.0024777030453456","33363.182857143","1"
"-0.020254897381641","0.01368950975835","-0.056415512698234","-0.0083496291379399","0.7914996525","0"
"0.38959580447692","-0.071348637232639","-0.0072582622673837","0.00028539999107521","7191.3895039375","1"
"-0.084898466141731","0.023473014520326","0.06748552873987","-0.0044985351761354","32.0447619925","1"
"0.012798706731214","-0.0065602240280748","0.014083614897132","0.0043682116439681","27.388849828182","1"
"0.057081406731761","-0.040058961704586","0.099299620593154","0.00048704797097542","63.19447925","1"
"-0.36975772284502","0.25094734164863","0.070045006617137","-0.0041154135602306","563.13778025","0"
"0.0078433121406287","0.0025875471507011","0.055090675479112","-0.0066866806977388","600.73225736111","1"
"-0.16416287851821","0.099766149294251","0.1638180292894","0.003633982988025","486.8524273525","1"
"0.15086688502592","-0.025004910304589","-0.091238323359365","0.0098042189017249","8.1854547625","1"
"-0.058461328393422","0.057704262388115","-0.008659348900794","0.014730643815178","76.651492","0"
"0.014274209028908","-0.011481564650034","-0.0018770254794424","-0.0069093769385956","179262.69854968","1"
"-0.13229013258494","0.099154471190791","0.025705297281008","-0.00034781225248078","20.161202115","0"
"0.077236628545668","-0.054796878614234","-0.033521065250632","0.025965403501497","627.9992268525","0"
"-0.021592149533986","0.017098813336713","0.0014699590046615","-0.00029690324375903","19870.001079545","0"
"0.13544280991004","-0.082447468836493","-0.032684746757213","-0.0004763587228201","3.6120533425","1"
"0.13292597545254","-0.029125701940717","-0.095679503240485","0.0048237702281362","1251.3217228525","1"
"-0.00034990794044931","0.0041311913359988","-0.014912406580876","0.0045055888442356","2461.776724048","0"
"-0.095570940469361","0.025787197778508","-0.0043664790329599","0.0066519039640914","148.76550528917","0"
"-0.06061182201323","0.064323836637166","0.0078869531998248","-0.0086732941299439","4.4821731325091","1"
"0.050972141425337","-0.011367078899987","0.041090926231603","0.0043708146202941","566.272376985","1"
"-0.010291468763844","3.0996755264551E-5","0.023593583741282","0.0015142457868441","35.7704140025","1"
"-0.11124437430284","0.027195497983727","0.0028780303574404","-0.010554045898103","89.50066304","0"
"-0.18029588163729","0.13331759638943","0.050178911804759","-0.0057858438054949","51.0830949525","1"
"0.048561630144219","-0.062164435205276","0.0028687608721171","-0.0047124092733659","13.765832169167","0"
"-0.029956067440986","-0.032520197308201","0.034905512177612","-0.031465261053318","4.90854681","0"
"0.0044005337840753","-0.0025237086020597","-0.00022685565330317","-0.0092577407521266","4194595.3724247","1"
"-0.18690536078015","0.13703940870106","0.014589559830674","0.00040695195068989","12851.624125673","0"
"-0.095878340202621","0.041768101478093","0.099803591883102","0.0014535597476428","0.38910340428462","1"
"-0.0071812377750863","-0.00093801528131367","-0.034175787284657","-0.028854668154923","15578.446198558","0"
"-0.053274894096008","-0.0083690226642471","-0.0001358586660354","-0.0006988747452072","3.9077524843182","0"
"-0.11800613943928","0.052666138915503","0.083603595081735","-0.0012900688653502","76.846550776667","1"
"-0.16829827236238","0.14906396889069","0.018031867494296","0.0013293124101313","491.536975","0"
"-0.087689257033453","0.080407780104104","-0.00016586093817991","-0.015125841759692","539.6282832025","0"
"-0.10439745334567","0.06075524724455","0.037123917264542","0.0022913430744547","1.160549348225","0"
"0.085868158433526","-0.067094732910522","-0.02117748651455","-0.0099170305463553","6451.2934090909","0"
"0.17046109519587","-0.14691901998478","-0.020402438044272","-0.009953903012901","111.30404702818","1"
"0.054477605345023","-0.0037206589366516","-0.060469410084012","-0.031567670142483","217.40018281","0"
"-0.0070224988727286","0.0025920063572303","-0.0009591250904048","0.013503870863371","46.440140535833","0"
"-0.14858464055241","0.22420492831709","-0.056618964770013","-0.005301634897233","33.3978151225","1"
"0.0063237602586051","-0.0011795366264375","0.018119412946088","0.0041315387124569","52.05163213","1"
"0.010635222530746","-0.0040785900004262","-0.010759026176119","-0.0095812494333729","336.49247116083","0"
"-0.10745569631212","0.067907481947513","0.053524865533738","-0.010519585509899","9372.9697331067","1"
"0.0073144457684907","0.0010637058609392","-0.004795765967004","-0.0041127089722284","2347.1670610069","1"
"-0.052491652331248","0.0080338800962708","0.015689275511569","-0.00028733050037291","795.98226630091","0"
"-0.0059345061947831","0.0076133502171823","-0.0041561761611756","0.0034533428442266","126254.07335833","0"
"0.0091299412042219","-0.047771007712305","-0.01715731806301","-0.0058159048939307","1410.28002051","0"
